#: table_doi: 10.17182/hepdata.90835.v1/t79
#: name: T2qq significance
#: description: The observed significance of the SMS models for T2qq as function of the LSP and light squark masses. 
#: data_file: t2qq_significance.yaml
#: keyword observables: SIGNIF
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SQUARK SQUARK | SQUARK --> Q NEUTRALINO1
#: Significance,
M(SQUARK) [GeV],M(NEUTRALINO1) [GeV],Significance [s.d.]
2156.3,78.309,0.58657
2156.3,95.488,0.58533
2156.3,112.67,0.58751
2156.3,129.85,0.59212
2156.3,147.03,0.59674
2156.3,164.21,0.60135
2156.3,181.39,0.60597
2156.3,198.57,0.61059
2156.3,215.75,0.61034
2156.3,232.93,0.60155
2156.3,250.11,0.59275
2156.3,267.29,0.58396
2156.3,284.46,0.57517
2156.3,301.64,0.56759
2156.3,318.82,0.57146
2156.3,336.0,0.57533
2156.3,353.18,0.5792
2156.3,370.36,0.58307
2156.3,387.54,0.58693
2156.3,404.72,0.58623
2156.3,421.9,0.59169
2156.3,439.08,0.59715
2156.3,456.26,0.60261
2156.3,473.44,0.60807
2156.3,490.62,0.61123
2156.3,507.8,0.60376
2156.3,524.98,0.59599
2156.3,542.16,0.58821
2156.3,559.34,0.58044
2156.3,576.52,0.57267
2156.3,593.7,0.56714
2156.3,610.88,0.56693
2156.3,628.06,0.56509
2156.3,645.24,0.56301
2156.3,662.42,0.56093
2156.3,679.6,0.55884
2156.3,696.78,0.55676
2156.3,713.96,0.55436
2156.3,731.14,0.55188
2156.3,748.32,0.54941
2156.3,765.5,0.54694
2156.3,782.68,0.54446
2156.3,799.86,0.54129
2156.3,817.04,0.53262
2156.3,834.21,0.5239
2156.3,851.39,0.51518
2156.3,868.57,0.50646
2156.3,885.75,0.49774
2156.3,902.93,0.49407
2156.3,920.11,0.48363
2156.3,937.29,0.4735
2156.3,954.47,0.46337
2156.3,971.65,0.45324
2156.3,988.83,0.44311
2156.3,1006.0,0.42998
2156.3,1023.2,0.41128
2156.3,1040.4,0.39258
2156.3,1057.6,0.37388
2156.3,1074.7,0.35518
2156.3,1091.9,0.33654
2156.3,1109.1,0.3101
2156.3,1126.3,0.27655
2156.3,1143.4,0.24299
2156.3,1160.6,0.20944
2156.3,1177.8,0.17589
2156.3,1195.0,0.15828
2156.3,1212.2,0.12068
2156.3,1229.3,0.090424
2156.3,1246.5,0.060645
2156.3,1263.7,0.030866
2156.3,1280.9,0.0010869
2156.3,1298.1,-0.028692
2156.3,1315.2,-0.08098
2156.3,1332.4,-0.13612
2156.3,1349.6,-0.19127
2156.3,1366.8,-0.24641
2156.3,1384.0,-0.30155
2156.3,1401.1,-0.35082
2156.3,1418.3,-0.36178
2156.3,1435.5,-0.37273
2156.3,1452.7,-0.39123
2156.3,1469.9,-0.40662
2156.3,1487.0,-0.41936
2156.3,1504.2,-0.4298
2156.3,1521.4,-0.43323
2156.3,1538.6,-0.43665
2156.3,1555.8,-0.42987
2156.3,1572.9,-0.40038
2156.3,1590.1,-0.37089
2156.3,1607.3,-0.35272
2156.3,1624.5,-0.33568
2156.3,1641.7,-0.31864
2156.3,1658.8,-0.28891
2156.3,1676.0,-0.24031
2156.3,1693.2,-0.19171
2156.3,1710.4,-0.18736
2156.3,1727.6,-0.19051
2156.3,1744.7,-0.19219
2156.3,1761.9,-0.12636
2156.3,1779.1,-0.04131
2156.3,1796.3,0.035928
2156.3,1813.5,0.0044524
2156.3,1830.6,-0.044565
2156.3,1847.8,-0.07487
2156.3,1865.0,0.05001
2156.3,1882.2,0.23843
2156.3,1899.4,0.42685
2156.3,1916.5,0.3804
2156.3,1933.7,0.31157
2156.3,1950.9,0.24056
2156.3,1968.1,0.12952
2156.3,1985.3,0.018482
2156.3,2002.4,-0.041488
2156.3,2019.6,0.040689
2156.3,2036.8,0.15393
2156.3,2054.0,0.20949
2156.3,2071.2,0.073252
2156.3,2088.3,-0.062984
2156.3,2105.5,-0.10512
2156.3,2122.7,-0.10252
2156.3,2139.9,0.0
2156.3,2157.1,0.0
2156.3,2174.2,0.0
2156.3,2191.4,0.0
2168.8,9.5898,0.59158
2168.8,26.77,0.59321
2168.8,43.949,0.59484
2168.8,61.129,0.59646
2168.8,78.309,0.59246
2168.8,95.488,0.58781
2168.8,112.67,0.58999
2168.8,129.85,0.59461
2168.8,147.03,0.59922
2168.8,164.21,0.60384
2168.8,181.39,0.60846
2168.8,198.57,0.61308
2168.8,215.75,0.61476
2168.8,232.93,0.61617
2168.8,250.11,0.61009
2168.8,267.29,0.6013
2168.8,284.46,0.59251
2168.8,301.64,0.58493
2168.8,318.82,0.5888
2168.8,336.0,0.59267
2168.8,353.18,0.59654
2168.8,370.36,0.59725
2168.8,387.54,0.59422
2168.8,404.72,0.59352
2168.8,421.9,0.59898
2168.8,439.08,0.60444
2168.8,456.26,0.6099
2168.8,473.44,0.60729
2168.8,490.62,0.60006
2168.8,507.8,0.59259
2168.8,524.98,0.58482
2168.8,542.16,0.57705
2168.8,559.34,0.56927
2168.8,576.52,0.56657
2168.8,593.7,0.56501
2168.8,610.88,0.5648
2168.8,628.06,0.56537
2168.8,645.24,0.56475
2168.8,662.42,0.56266
2168.8,679.6,0.56058
2168.8,696.78,0.55849
2168.8,713.96,0.55609
2168.8,731.14,0.55362
2168.8,748.32,0.55115
2168.8,765.5,0.5485
2168.8,782.68,0.54506
2168.8,799.86,0.54161
2168.8,817.04,0.53294
2168.8,834.21,0.52422
2168.8,851.39,0.5155
2168.8,868.57,0.5094
2168.8,885.75,0.50808
2168.8,902.93,0.50517
2168.8,920.11,0.49448
2168.8,937.29,0.4838
2168.8,954.47,0.47366
2168.8,971.65,0.46353
2168.8,988.83,0.4534
2168.8,1006.0,0.44027
2168.8,1023.2,0.42157
2168.8,1040.4,0.40287
2168.8,1057.6,0.38417
2168.8,1074.7,0.36564
2168.8,1091.9,0.34718
2168.8,1109.1,0.32074
2168.8,1126.3,0.28719
2168.8,1143.4,0.25364
2168.8,1160.6,0.22009
2168.8,1177.8,0.21913
2168.8,1195.0,0.22215
2168.8,1212.2,0.18454
2168.8,1229.3,0.1302
2168.8,1246.5,0.088765
2168.8,1263.7,0.058986
2168.8,1280.9,0.029207
2168.8,1298.1,-0.00057186
2168.8,1315.2,-0.05286
2168.8,1332.4,-0.108
2168.8,1349.6,-0.16315
2168.8,1366.8,-0.21729
2168.8,1384.0,-0.26841
2168.8,1401.1,-0.31686
2168.8,1418.3,-0.32781
2168.8,1435.5,-0.34236
2168.8,1452.7,-0.36783
2168.8,1469.9,-0.39247
2168.8,1487.0,-0.40521
2168.8,1504.2,-0.41566
2168.8,1521.4,-0.41908
2168.8,1538.6,-0.42349
2168.8,1555.8,-0.41742
2168.8,1572.9,-0.38793
2168.8,1590.1,-0.36699
2168.8,1607.3,-0.35233
2168.8,1624.5,-0.33528
2168.8,1641.7,-0.32415
2168.8,1658.8,-0.29561
2168.8,1676.0,-0.24701
2168.8,1693.2,-0.22325
2168.8,1710.4,-0.22005
2168.8,1727.6,-0.2232
2168.8,1744.7,-0.20637
2168.8,1761.9,-0.14054
2168.8,1779.1,-0.055491
2168.8,1796.3,-0.016902
2168.8,1813.5,-0.048377
2168.8,1830.6,-0.097394
2168.8,1847.8,-0.070182
2168.8,1865.0,-0.0060454
2168.8,1882.2,0.1563
2168.8,1899.4,0.34472
2168.8,1916.5,0.3192
2168.8,1933.7,0.25489
2168.8,1950.9,0.18387
2168.8,1968.1,0.072832
2168.8,1985.3,-0.013152
2168.8,2002.4,-0.019963
2168.8,2019.6,-0.039543
2168.8,2036.8,0.073702
2168.8,2054.0,0.12926
2168.8,2071.2,-0.0069796
2168.8,2088.3,-0.087187
2168.8,2105.5,-0.086463
2168.8,2122.7,-0.086439
2168.8,2139.9,-0.10074
2168.8,2157.1,0.0
2168.8,2174.2,0.0
2168.8,2191.4,0.0
2181.3,9.5898,0.6031
2181.3,26.77,0.60473
2181.3,43.949,0.60423
2181.3,61.129,0.59959
2181.3,78.309,0.59494
2181.3,95.488,0.5903
2181.3,112.67,0.59248
2181.3,129.85,0.59709
2181.3,147.03,0.60171
2181.3,164.21,0.60633
2181.3,181.39,0.61095
2181.3,198.57,0.61557
2181.3,215.75,0.61725
2181.3,232.93,0.61866
2181.3,250.11,0.62007
2181.3,267.29,0.61864
2181.3,284.46,0.60985
2181.3,301.64,0.60227
2181.3,318.82,0.60614
2181.3,336.0,0.61001
2181.3,353.18,0.60758
2181.3,370.36,0.60454
2181.3,387.54,0.60151
2181.3,404.72,0.60081
2181.3,421.9,0.60627
2181.3,439.08,0.61056
2181.3,456.26,0.60334
2181.3,473.44,0.59612
2181.3,490.62,0.5889
2181.3,507.8,0.58143
2181.3,524.98,0.57365
2181.3,542.16,0.56757
2181.3,559.34,0.566
2181.3,576.52,0.56444
2181.3,593.7,0.56288
2181.3,610.88,0.56267
2181.3,628.06,0.56324
2181.3,645.24,0.56382
2181.3,662.42,0.56439
2181.3,679.6,0.56232
2181.3,696.78,0.56023
2181.3,713.96,0.55783
2181.3,731.14,0.55536
2181.3,748.32,0.55227
2181.3,765.5,0.54883
2181.3,782.68,0.54538
2181.3,799.86,0.54194
2181.3,817.04,0.53326
2181.3,834.21,0.52455
2181.3,851.39,0.52181
2181.3,868.57,0.52049
2181.3,885.75,0.51918
2181.3,902.93,0.51626
2181.3,920.11,0.50558
2181.3,937.29,0.4949
2181.3,954.47,0.48421
2181.3,971.65,0.47382
2181.3,988.83,0.46369
2181.3,1006.0,0.45056
2181.3,1023.2,0.43186
2181.3,1040.4,0.4132
2181.3,1057.6,0.39474
2181.3,1074.7,0.37628
2181.3,1091.9,0.35782
2181.3,1109.1,0.33138
2181.3,1126.3,0.29783
2181.3,1143.4,0.27694
2181.3,1160.6,0.27997
2181.3,1177.8,0.28299
2181.3,1195.0,0.28601
2181.3,1212.2,0.24841
2181.3,1229.3,0.19406
2181.3,1246.5,0.13972
2181.3,1263.7,0.087106
2181.3,1280.9,0.057327
2181.3,1298.1,0.027548
2181.3,1315.2,-0.02474
2181.3,1332.4,-0.079882
2181.3,1349.6,-0.13219
2181.3,1366.8,-0.18332
2181.3,1384.0,-0.23444
2181.3,1401.1,-0.28289
2181.3,1418.3,-0.29384
2181.3,1435.5,-0.31895
2181.3,1452.7,-0.34442
2181.3,1469.9,-0.36989
2181.3,1487.0,-0.39106
2181.3,1504.2,-0.40151
2181.3,1521.4,-0.40529
2181.3,1538.6,-0.41103
2181.3,1555.8,-0.40496
2181.3,1572.9,-0.37951
2181.3,1590.1,-0.3666
2181.3,1607.3,-0.35193
2181.3,1624.5,-0.33814
2181.3,1641.7,-0.33086
2181.3,1658.8,-0.30231
2181.3,1676.0,-0.26883
2181.3,1693.2,-0.25594
2181.3,1710.4,-0.25274
2181.3,1727.6,-0.24284
2181.3,1744.7,-0.22055
2181.3,1761.9,-0.15472
2181.3,1779.1,-0.10167
2181.3,1796.3,-0.069731
2181.3,1813.5,-0.10121
2181.3,1830.6,-0.095528
2181.3,1847.8,-0.065493
2181.3,1865.0,-0.001357
2181.3,1882.2,0.074175
2181.3,1899.4,0.26259
2181.3,1916.5,0.23707
2181.3,1933.7,0.1982
2181.3,1950.9,0.12718
2181.3,1968.1,0.016145
2181.3,1985.3,0.0083725
2181.3,2002.4,0.0015617
2181.3,2019.6,-0.025045
2181.3,2036.8,-0.0065297
2181.3,2054.0,0.049025
2181.3,2071.2,-0.068206
2181.3,2088.3,-0.068527
2181.3,2105.5,-0.067803
2181.3,2122.7,-0.070354
2181.3,2139.9,-0.074497
2181.3,2157.1,0.0
2181.3,2174.2,0.0
2181.3,2191.4,0.0
2193.8,9.5898,0.61462
2193.8,26.77,0.61136
2193.8,43.949,0.60672
2193.8,61.129,0.60207
2193.8,78.309,0.59742
2193.8,95.488,0.59278
2193.8,112.67,0.59496
2193.8,129.85,0.59958
2193.8,147.03,0.6042
2193.8,164.21,0.60882
2193.8,181.39,0.61344
2193.8,198.57,0.61806
2193.8,215.75,0.61974
2193.8,232.93,0.62115
2193.8,250.11,0.62256
2193.8,267.29,0.62397
2193.8,284.46,0.62538
2193.8,301.64,0.61961
2193.8,318.82,0.62093
2193.8,336.0,0.6179
2193.8,353.18,0.61487
2193.8,370.36,0.61183
2193.8,387.54,0.6088
2193.8,404.72,0.6081
2193.8,421.9,0.60662
2193.8,439.08,0.59939
2193.8,456.26,0.59217
2193.8,473.44,0.58495
2193.8,490.62,0.57773
2193.8,507.8,0.57026
2193.8,524.98,0.567
2193.8,542.16,0.56544
2193.8,559.34,0.56388
2193.8,576.52,0.56231
2193.8,593.7,0.56075
2193.8,610.88,0.56054
2193.8,628.06,0.56112
2193.8,645.24,0.56169
2193.8,662.42,0.56226
2193.8,679.6,0.56283
2193.8,696.78,0.56197
2193.8,713.96,0.55949
2193.8,731.14,0.55604
2193.8,748.32,0.5526
2193.8,765.5,0.54915
2193.8,782.68,0.54571
2193.8,799.86,0.54226
2193.8,817.04,0.53554
2193.8,834.21,0.53423
2193.8,851.39,0.53291
2193.8,868.57,0.53159
2193.8,885.75,0.53027
2193.8,902.93,0.52735
2193.8,920.11,0.51667
2193.8,937.29,0.50599
2193.8,954.47,0.49531
2193.8,971.65,0.48463
2193.8,988.83,0.47399
2193.8,1006.0,0.46086
2193.8,1023.2,0.44231
2193.8,1040.4,0.42385
2193.8,1057.6,0.40539
2193.8,1074.7,0.38692
2193.8,1091.9,0.36846
2193.8,1109.1,0.34202
2193.8,1126.3,0.33778
2193.8,1143.4,0.34081
2193.8,1160.6,0.34383
2193.8,1177.8,0.34685
2193.8,1195.0,0.34988
2193.8,1212.2,0.31227
2193.8,1229.3,0.25793
2193.8,1246.5,0.20359
2193.8,1263.7,0.14925
2193.8,1280.9,0.094903
2193.8,1298.1,0.055669
2193.8,1315.2,0.0040231
2193.8,1332.4,-0.0471
2193.8,1349.6,-0.098224
2193.8,1366.8,-0.14935
2193.8,1384.0,-0.20047
2193.8,1401.1,-0.24892
2193.8,1418.3,-0.27007
2193.8,1435.5,-0.29554
2193.8,1452.7,-0.32101
2193.8,1469.9,-0.34648
2193.8,1487.0,-0.37195
2193.8,1504.2,-0.38737
2193.8,1521.4,-0.39283
2193.8,1538.6,-0.39858
2193.8,1555.8,-0.3925
2193.8,1572.9,-0.37912
2193.8,1590.1,-0.3662
2193.8,1607.3,-0.35213
2193.8,1624.5,-0.34485
2193.8,1641.7,-0.33756
2193.8,1658.8,-0.3144
2193.8,1676.0,-0.30152
2193.8,1693.2,-0.28863
2193.8,1710.4,-0.27932
2193.8,1727.6,-0.25703
2193.8,1744.7,-0.23474
2193.8,1761.9,-0.18643
2193.8,1779.1,-0.1545
2193.8,1796.3,-0.12256
2193.8,1813.5,-0.12087
2193.8,1830.6,-0.090839
2193.8,1847.8,-0.060805
2193.8,1865.0,0.0033315
2193.8,1882.2,0.072433
2193.8,1899.4,0.18047
2193.8,1916.5,0.15495
2193.8,1933.7,0.12109
2193.8,1950.9,0.070494
2193.8,1968.1,0.033441
2193.8,1985.3,0.029898
2193.8,2002.4,0.023087
2193.8,2019.6,-0.0035204
2193.8,2036.8,-0.030128
2193.8,2054.0,-0.031207
2193.8,2071.2,-0.049545
2193.8,2088.3,-0.049866
2193.8,2105.5,-0.050126
2193.8,2122.7,-0.054269
2193.8,2139.9,-0.058411
2193.8,2157.1,-0.081367
2193.8,2174.2,0.0
2193.8,2191.4,0.0
2206.3,9.5898,0.61633
2206.3,26.77,0.61154
2206.3,43.949,0.6069
2206.3,61.129,0.60225
2206.3,78.309,0.5976
2206.3,95.488,0.59296
2206.3,112.67,0.59514
2206.3,129.85,0.59976
2206.3,147.03,0.60438
2206.3,164.21,0.609
2206.3,181.39,0.61362
2206.3,198.57,0.62044
2206.3,215.75,0.62093
2206.3,232.93,0.62235
2206.3,250.11,0.62376
2206.3,267.29,0.62517
2206.3,284.46,0.62658
2206.3,301.64,0.62757
2206.3,318.82,0.62453
2206.3,336.0,0.6215
2206.3,353.18,0.61846
2206.3,370.36,0.61543
2206.3,387.54,0.61237
2206.3,404.72,0.60698
2206.3,421.9,0.60705
2206.3,439.08,0.59983
2206.3,456.26,0.59261
2206.3,473.44,0.58539
2206.3,490.62,0.57816
2206.3,507.8,0.57351
2206.3,524.98,0.57195
2206.3,542.16,0.57039
2206.3,559.34,0.56883
2206.3,576.52,0.56727
2206.3,593.7,0.56495
2206.3,610.88,0.5642
2206.3,628.06,0.5648
2206.3,645.24,0.56538
2206.3,662.42,0.56595
2206.3,679.6,0.56652
2206.3,696.78,0.56709
2206.3,713.96,0.5644
2206.3,731.14,0.56096
2206.3,748.32,0.55751
2206.3,765.5,0.55407
2206.3,782.68,0.55062
2206.3,799.86,0.5441
2206.3,817.04,0.54272
2206.3,834.21,0.54141
2206.3,851.39,0.54009
2206.3,868.57,0.53877
2206.3,885.75,0.53745
2206.3,902.93,0.53442
2206.3,920.11,0.52374
2206.3,937.29,0.51306
2206.3,954.47,0.50238
2206.3,971.65,0.4917
2206.3,988.83,0.48127
2206.3,1006.0,0.46998
2206.3,1023.2,0.45152
2206.3,1040.4,0.43306
2206.3,1057.6,0.4146
2206.3,1074.7,0.39614
2206.3,1091.9,0.37973
2206.3,1109.1,0.37638
2206.3,1126.3,0.37941
2206.3,1143.4,0.38243
2206.3,1160.6,0.38546
2206.3,1177.8,0.38848
2206.3,1195.0,0.37879
2206.3,1212.2,0.36094
2206.3,1229.3,0.30737
2206.3,1246.5,0.25303
2206.3,1263.7,0.19869
2206.3,1280.9,0.14435
2206.3,1298.1,0.090004
2206.3,1315.2,0.038518
2206.3,1332.4,-0.012605
2206.3,1349.6,-0.063729
2206.3,1366.8,-0.11485
2206.3,1384.0,-0.16598
2206.3,1401.1,-0.20823
2206.3,1418.3,-0.2337
2206.3,1435.5,-0.25917
2206.3,1452.7,-0.28464
2206.3,1469.9,-0.31011
2206.3,1487.0,-0.33557
2206.3,1504.2,-0.3716
2206.3,1521.4,-0.37734
2206.3,1538.6,-0.38308
2206.3,1555.8,-0.39133
2206.3,1572.9,-0.37841
2206.3,1590.1,-0.3655
2206.3,1607.3,-0.35516
2206.3,1624.5,-0.34787
2206.3,1641.7,-0.34059
2206.3,1658.8,-0.33042
2206.3,1676.0,-0.31753
2206.3,1693.2,-0.30465
2206.3,1710.4,-0.286
2206.3,1727.6,-0.26371
2206.3,1744.7,-0.24157
2206.3,1761.9,-0.21339
2206.3,1779.1,-0.18145
2206.3,1796.3,-0.15257
2206.3,1813.5,-0.12662
2206.3,1830.6,-0.096584
2206.3,1847.8,-0.067756
2206.3,1865.0,-0.02159
2206.3,1882.2,0.047512
2206.3,1899.4,0.11661
2206.3,1916.5,0.086618
2206.3,1933.7,0.052761
2206.3,1950.9,0.033975
2206.3,1968.1,0.030431
2206.3,1985.3,0.026887
2206.3,2002.4,0.052812
2206.3,2019.6,0.05446
2206.3,2036.8,0.027853
2206.3,2054.0,0.0073239
2206.3,2071.2,0.0070028
2206.3,2088.3,0.0066818
2206.3,2105.5,-0.039513
2206.3,2122.7,-0.043656
2206.3,2139.9,-0.047799
2206.3,2157.1,0.030425
2206.3,2174.2,-0.039161
2206.3,2191.4,0.0
2218.8,9.5898,0.61512
2218.8,26.77,0.60984
2218.8,43.949,0.60477
2218.8,61.129,0.60012
2218.8,78.309,0.59548
2218.8,95.488,0.59083
2218.8,112.67,0.59302
2218.8,129.85,0.59764
2218.8,147.03,0.60226
2218.8,164.21,0.60721
2218.8,181.39,0.61524
2218.8,198.57,0.62327
2218.8,215.75,0.62339
2218.8,232.93,0.62279
2218.8,250.11,0.62366
2218.8,267.29,0.62507
2218.8,284.46,0.62648
2218.8,301.64,0.62747
2218.8,318.82,0.62443
2218.8,336.0,0.6214
2218.8,353.18,0.61836
2218.8,370.36,0.61177
2218.8,387.54,0.60097
2218.8,404.72,0.59558
2218.8,421.9,0.60446
2218.8,439.08,0.61186
2218.8,456.26,0.60464
2218.8,473.44,0.59742
2218.8,490.62,0.5902
2218.8,507.8,0.58555
2218.8,524.98,0.58399
2218.8,542.16,0.58242
2218.8,559.34,0.58086
2218.8,576.52,0.57759
2218.8,593.7,0.57392
2218.8,610.88,0.57317
2218.8,628.06,0.57411
2218.8,645.24,0.57488
2218.8,662.42,0.57545
2218.8,679.6,0.57602
2218.8,696.78,0.57659
2218.8,713.96,0.5739
2218.8,731.14,0.57046
2218.8,748.32,0.56701
2218.8,765.5,0.56282
2218.8,782.68,0.55509
2218.8,799.86,0.54736
2218.8,817.04,0.54599
2218.8,834.21,0.54467
2218.8,851.39,0.54335
2218.8,868.57,0.54198
2218.8,885.75,0.54051
2218.8,902.93,0.53747
2218.8,920.11,0.52679
2218.8,937.29,0.51611
2218.8,954.47,0.50542
2218.8,971.65,0.49648
2218.8,988.83,0.48906
2218.8,1006.0,0.47777
2218.8,1023.2,0.45931
2218.8,1040.4,0.44085
2218.8,1057.6,0.42239
2218.8,1074.7,0.4096
2218.8,1091.9,0.39911
2218.8,1109.1,0.39577
2218.8,1126.3,0.39879
2218.8,1143.4,0.40181
2218.8,1160.6,0.40484
2218.8,1177.8,0.38188
2218.8,1195.0,0.35574
2218.8,1212.2,0.33789
2218.8,1229.3,0.32346
2218.8,1246.5,0.28805
2218.8,1263.7,0.23371
2218.8,1280.9,0.17937
2218.8,1298.1,0.12502
2218.8,1315.2,0.073539
2218.8,1332.4,0.022415
2218.8,1349.6,-0.028708
2218.8,1366.8,-0.077378
2218.8,1384.0,-0.11866
2218.8,1401.1,-0.15889
2218.8,1418.3,-0.18436
2218.8,1435.5,-0.20983
2218.8,1452.7,-0.2353
2218.8,1469.9,-0.26984
2218.8,1487.0,-0.31648
2218.8,1504.2,-0.35307
2218.8,1521.4,-0.35881
2218.8,1538.6,-0.37483
2218.8,1555.8,-0.39031
2218.8,1572.9,-0.3774
2218.8,1590.1,-0.36239
2218.8,1607.3,-0.35147
2218.8,1624.5,-0.34722
2218.8,1641.7,-0.33993
2218.8,1658.8,-0.32977
2218.8,1676.0,-0.31688
2218.8,1693.2,-0.30384
2218.8,1710.4,-0.28519
2218.8,1727.6,-0.2629
2218.8,1744.7,-0.24266
2218.8,1761.9,-0.21448
2218.8,1779.1,-0.18254
2218.8,1796.3,-0.16875
2218.8,1813.5,-0.1428
2218.8,1830.6,-0.11276
2218.8,1847.8,-0.087641
2218.8,1865.0,-0.065717
2218.8,1882.2,-0.0070205
2218.8,1899.4,0.062081
2218.8,1916.5,0.032086
2218.8,1933.7,0.0035503
2218.8,1950.9,0.0064293
2218.8,1968.1,0.0028855
2218.8,1985.3,0.0087703
2218.8,2002.4,0.054702
2218.8,2019.6,0.1489
2218.8,2036.8,0.12229
2218.8,2054.0,0.10176
2218.8,2071.2,0.10144
2218.8,2088.3,0.050526
2218.8,2105.5,-0.034373
2218.8,2122.7,-0.038516
2218.8,2139.9,0.088937
2218.8,2157.1,0.22637
2218.8,2174.2,0.067413
2218.8,2191.4,0.0
2231.3,9.5898,0.61391
2231.3,26.77,0.60863
2231.3,43.949,0.60335
2231.3,61.129,0.59806
2231.3,78.309,0.59335
2231.3,95.488,0.58871
2231.3,112.67,0.59089
2231.3,129.85,0.59551
2231.3,147.03,0.60202
2231.3,164.21,0.61005
2231.3,181.39,0.61808
2231.3,198.57,0.62611
2231.3,215.75,0.62623
2231.3,232.93,0.62562
2231.3,250.11,0.62502
2231.3,267.29,0.62498
2231.3,284.46,0.62639
2231.3,301.64,0.62737
2231.3,318.82,0.62434
2231.3,336.0,0.6213
2231.3,353.18,0.61118
2231.3,370.36,0.60037
2231.3,387.54,0.58957
2231.3,404.72,0.58418
2231.3,421.9,0.59306
2231.3,439.08,0.60194
2231.3,456.26,0.61083
2231.3,473.44,0.60945
2231.3,490.62,0.60223
2231.3,507.8,0.59758
2231.3,524.98,0.59602
2231.3,542.16,0.59389
2231.3,559.34,0.59022
2231.3,576.52,0.58656
2231.3,593.7,0.5829
2231.3,610.88,0.58215
2231.3,628.06,0.58308
2231.3,645.24,0.58402
2231.3,662.42,0.58495
2231.3,679.6,0.58553
2231.3,696.78,0.5861
2231.3,713.96,0.58341
2231.3,731.14,0.57996
2231.3,748.32,0.57382
2231.3,765.5,0.56609
2231.3,782.68,0.55836
2231.3,799.86,0.55063
2231.3,817.04,0.54925
2231.3,834.21,0.54794
2231.3,851.39,0.5465
2231.3,868.57,0.54503
2231.3,885.75,0.54356
2231.3,902.93,0.54052
2231.3,920.11,0.52983
2231.3,937.29,0.51915
2231.3,954.47,0.51169
2231.3,971.65,0.50427
2231.3,988.83,0.49685
2231.3,1006.0,0.48556
2231.3,1023.2,0.4671
2231.3,1040.4,0.44997
2231.3,1057.6,0.43948
2231.3,1074.7,0.42899
2231.3,1091.9,0.41849
2231.3,1109.1,0.41515
2231.3,1126.3,0.41817
2231.3,1143.4,0.4111
2231.3,1160.6,0.38497
2231.3,1177.8,0.35883
2231.3,1195.0,0.33269
2231.3,1212.2,0.31484
2231.3,1229.3,0.30041
2231.3,1246.5,0.28597
2231.3,1263.7,0.26873
2231.3,1280.9,0.21439
2231.3,1298.1,0.16005
2231.3,1315.2,0.10856
2231.3,1332.4,0.057436
2231.3,1349.6,0.013245
2231.3,1366.8,-0.02804
2231.3,1384.0,-0.069325
2231.3,1401.1,-0.10956
2231.3,1418.3,-0.13502
2231.3,1435.5,-0.16049
2231.3,1452.7,-0.20467
2231.3,1469.9,-0.25131
2231.3,1487.0,-0.29795
2231.3,1504.2,-0.33453
2231.3,1521.4,-0.34399
2231.3,1538.6,-0.37381
2231.3,1555.8,-0.3893
2231.3,1572.9,-0.3754
2231.3,1590.1,-0.35842
2231.3,1607.3,-0.3475
2231.3,1624.5,-0.34477
2231.3,1641.7,-0.33928
2231.3,1658.8,-0.32911
2231.3,1676.0,-0.31614
2231.3,1693.2,-0.30304
2231.3,1710.4,-0.28438
2231.3,1727.6,-0.26343
2231.3,1744.7,-0.24375
2231.3,1761.9,-0.21557
2231.3,1779.1,-0.19612
2231.3,1796.3,-0.18493
2231.3,1813.5,-0.15898
2231.3,1830.6,-0.13247
2231.3,1847.8,-0.10753
2231.3,1865.0,-0.085603
2231.3,1882.2,-0.061552
2231.3,1899.4,0.0075493
2231.3,1916.5,-0.022446
2231.3,1933.7,-0.023995
2231.3,1950.9,-0.021116
2231.3,1968.1,-0.02466
2231.3,1985.3,0.01066
2231.3,2002.4,0.056592
2231.3,2019.6,0.15718
2231.3,2036.8,0.21672
2231.3,2054.0,0.19619
2231.3,2071.2,0.17871
2231.3,2088.3,0.055666
2231.3,2105.5,-0.029233
2231.3,2122.7,0.026787
2231.3,2139.9,0.28488
2231.3,2157.1,0.42231
2231.3,2174.2,0.17399
2231.3,2191.4,0.0
2243.8,9.5898,0.6127
2243.8,26.77,0.60742
2243.8,43.949,0.60214
2243.8,61.129,0.59686
2243.8,78.309,0.59157
2243.8,95.488,0.58658
2243.8,112.67,0.5888
2243.8,129.85,0.59683
2243.8,147.03,0.60486
2243.8,164.21,0.61289
2243.8,181.39,0.62092
2243.8,198.57,0.62894
2243.8,215.75,0.62906
2243.8,232.93,0.62846
2243.8,250.11,0.62785
2243.8,267.29,0.62725
2243.8,284.46,0.62665
2243.8,301.64,0.62728
2243.8,318.82,0.62138
2243.8,336.0,0.61058
2243.8,353.18,0.59978
2243.8,370.36,0.58897
2243.8,387.54,0.57817
2243.8,404.72,0.57278
2243.8,421.9,0.58166
2243.8,439.08,0.59054
2243.8,456.26,0.59943
2243.8,473.44,0.60831
2243.8,490.62,0.61427
2243.8,507.8,0.60961
2243.8,524.98,0.60653
2243.8,542.16,0.60286
2243.8,559.34,0.5992
2243.8,576.52,0.59554
2243.8,593.7,0.59187
2243.8,610.88,0.59112
2243.8,628.06,0.59206
